Contract,Price,Year,Make&Model,Location,Miles
Sold,18500,2014,Maserati quattroporte SQ4,"Rome, NY",85000
Sold,15500,2014,Maserati quattroporte S Q4 Sedan 4D,"College Point, NY",85000
Sold,15500,2014,Maserati quattroporte,"College Point, NY",85000
Sold,41995,2018,Maserati quattroporte sq4 granlusso,"North Easton, MA",41000
Sold,15500,2014,Maserati quattroporte s q4,"New York, NY",85000
Sold,29999,2016,Maserati quattroporte S Q4 Sedan 4D,"Fairport, NY",52000
