Contract,Price,Year,Make&Model,Location,Miles
Sold,1400,2000,Mitsubishi diamante LS Sedan 4D,"Annapolis, MD",137000
Sold,1500,2000,Mitsubishi diamante ES Sedan 4D,"Annapolis, MD",137000
