Contract,Price,Year,Make&Model,Location,Miles
Sold,3000,2004,Porsche cayenne Turbo Sport Utility 4D,"New York, NY",131000
Sold,9500,2006,Porsche cayenne Turbo S Sport Utility 4D,"Clifton, NJ",80000
Sold,4500,2008,Porsche cayenne S Sport Utility 4D,"East Hanover, NJ",129000
Sold,14150,2011,Porsche cayenne Sport Utility 4D,"Roslyn, NY",103000
Sold,7300,2010,Porsche cayenne Sport Utility 4D,"Rye, NY",130000
Sold,4800,2008,Porsche cayenne S Sport Utility 4D,"Newark, NJ",160000
Sold,13500,2008,Porsche cayenne Sport Utility 4D,"Greenwich, CT",182000
Sold,14900,2013,Porsche cayenne s awd suv,"Staten Island, NY",149000
