Contract,Price,Year,Make&Model,Location,Miles
Sold,2000,1999,Mercedes-Benz slk-class SLK 230 Roadster 2D,"Oakdale, NY",150000
Sold,3000,1999,Mercedes-Benz 230 slk kompressor,"Holmdel, NJ",130000
Sold,14500,2012,Mercedes-Benz slk-class SLK 350 Roadster 2D,"Roslyn Heights, NY",127000
