Contract,Price,Year,Make&Model,Location,Miles
Sold,4999,2009,Volvo xc70 3.2 Wagon 4D,"Ridgewood, NY",112000
Sold,1200,2007,Volvo xc70 2.5T Wagon 4D,"Monmouth Junction, NJ",218000
Sold,2970,2003,Volvo xc70 2.5T Wagon 4D,"Highland Lakes, NJ",178000
