Contract,Price,Year,Make&Model,Location,Miles
Pending,3000,1993,Mitsubishi fuso 16p,"South Dennis, MA",220000
Sold,12600,2014,Mitsubishi fuso fe 180,"Neptune, NJ",98000
Sold,8500,2008,Mitsubishi fuso 4 cylinder turbo Diesel engine,"Bridgeport, CT",170000
Sold,9450,2000,Mitsubishi fuso,"Philadelphia, PA",91000
Sold,7500,2015,Mitsubishi fuso,"East Elmhurst, NY",78000
Sold,7000,1996,Mitsubishi fuso fe,"Stanardsville, VA",254000
Sold,19900,2007,Mitsubishi fuso,"Bensalem, PA",466000
