Contract,Price,Year,Make&Model,Location,Miles
Pending,7500,2011,Porsche panamera 4 Sedan 4D,"New York, NY",97000
Sold,35495,2016,Porsche panamera,"Huntington, NY",49000
Sold,26900,2014,Porsche panamera,"Manasquan, NJ",155000
