Contract,Price,Year,Make&Model,Location,Miles
Sold,4000,2003,Audi tt Coupe 2D,"Salisbury Mills, NY",99000
Pending,4800,2003,Audi tt Coupe 2D,"Bayonne, NJ",135000
Sold,19995,2001,Audi tt,"Wantagh, NY",28000
