Contract,Price,Year,Make&Model,Location,Miles,Category
Sold,22000,2009,Maserati granturismo S Coupe 2D,"Whitestone, NY",60000,E
Sold,21000,2009,Maserati granturismo S Coupe 2D,"Waterbury, CT",70000,E
Sold,36500,2012,Maserati granturismo S Coupe 2D,"Leesburg, VA",39000,F
Sold,41995,2018,Maserati quattroporte sq4 granlusso,"North Easton, MA",41000,F
