Contract,Price,Year,Make&Model,Location,Miles,Category
Sold,3000,1988,Mazda rx-7,"Bronx, NY",147000,A
Sold,7999,1988,Mazda rx-7 Coupe 2D,"Lindenhurst, NY",1200,B
