Contract,Price,Year,Make&Model,Location,Miles
Sold,9995,1995,Nissan skyline GTS25 JDM,"Narvon, PA",71000
Sold,16500,1990,Nissan skyline Gtst,"Cumberland, VA",235000
Sold,30000,1993,Nissan skyline,"Pittsburgh, PA",130000
