Contract,Price,Year,Make&Model,Location,Miles
Sold,5995,2005,Lexus rx,"Greenwich, CT",99000
Sold,11200,2010,Lexus rx 350,"Jersey City, NJ",147000
Sold,3900,2004,Lexus rx,"Belleville, NJ",196000
