Contract,Price,Year,Make&Model,Location,Miles
Sold,3800,2006,Suzuki aerio,"Westville, NJ",118000
Sold,1000,2006,Suzuki aerio SX Wagon 4D,"Selinsgrove, PA",158000
Sold,1500,2004,Suzuki aerio SX Wagon 4D,"Baltimore, MD",115000
Sold,1000,2006,Suzuki aerio SX,"Quarryville, PA",171000
Sold,2500,2002,Suzuki aerio SX Wagon 4D,"State College, PA",168000
Sold,2695,2006,Suzuki aerio,"Pelham, NH",167000
