Contract,Price,Year,Make&Model,Location,Miles,Category
Pending,5500,2004,Subaru wrx manual,"Flushing, NY",183000,B
Sold,4000,2011,Subaru impreza wrx premium,"Point Pleasant Beach, NJ",130000,A
Sold,28945,2020,Subaru wrx premium cvt,"Teterboro, NJ",17000,F
