Contract,Price,Year,Make&Model,Location,Miles
Sold,13730,2014,Mercedes-Benz cla-class CLA 250 4MATIC Coupe 4D,"East Meadow, NY",95000
Sold,14995,2014,Mercedes-Benz cla-class CLA 250 4MATIC Coupe 4D,"Freehold, NJ",103000
