Contract,Price,Year,Make&Model,Location,Miles
Sold,1500,2008,Mazda speed 3 Estándar turbo,"Newark, DE",119000
Sold,6000,2008,Mazda speed3 Speed,"Fall River, MA",167000
Sold,5500,2006,Mazda speed 6,"Honeoye Falls, NY",85000
