Contract,Price,Year,Make&Model,Location,Miles
Sold,9977,2016,Audi q3 Premium Plus Sport Utility 4D,"Paterson, NJ",144000
Pending,22500,2018,Audi q3 Premium Sport Utility 4D,"Manasquan, NJ",61000
Sold,22995,2017,Audi q3,"Newark, NJ",71000
Sold,14975,2015,Audi q3 Prestige Sport Utility 4D,"Toms River, NJ",115000
