Contract,Price,Year,Make&Model,Location,Miles,Category
Sold,53265,2024,Cadillac xt4 Sport,"Pittsford, NY",300,F
Pending,26500,2020,Cadillac xt4 Premium Luxury Sport Utility 4D,"North Brunswick, NJ",18000,F
